instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,Usage_Category
10669,2012-03-25,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421,Medium Usage
10670,2012-03-25,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,153,339,492,Medium Usage
10671,2012-03-25,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,419,Medium Usage
10672,2012-03-25,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,491,Medium Usage
10673,2012-03-25,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,375,Medium Usage
10674,2012-03-25,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,259,Medium Usage
10675,2012-03-25,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149,Medium Usage
10676,2012-03-25,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111,Medium Usage
10677,2012-03-25,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,65,Low Usage
10678,2012-03-26,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,10,23,33,Low Usage
10679,2012-03-26,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28,Low Usage
10680,2012-03-26,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,20,Low Usage
10681,2012-03-26,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,1,Low Usage
10682,2012-03-26,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,4,Low Usage
10683,2012-03-26,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,36,Low Usage
10684,2012-03-26,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117,Medium Usage
10685,2012-03-26,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,370,Medium Usage
10686,2012-03-26,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,657,High Usage
10687,2012-03-26,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,282,Medium Usage
10688,2012-03-26,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,153,Medium Usage
10689,2012-03-26,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178,Medium Usage
10690,2012-03-26,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,279,Medium Usage
10691,2012-03-26,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,301,Medium Usage
10692,2012-03-26,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217,Medium Usage
10693,2012-03-26,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223,Medium Usage
10694,2012-03-26,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305,Medium Usage
10695,2012-03-26,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,664,High Usage
10696,2012-03-26,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,684,High Usage
10697,2012-03-26,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458,Medium Usage
10698,2012-03-26,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,221,Medium Usage
10699,2012-03-26,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186,Medium Usage
10700,2012-03-26,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93,Low Usage
10701,2012-03-26,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48,Low Usage
10702,2012-03-27,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10,Low Usage
10703,2012-03-27,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5,Low Usage
10704,2012-03-27,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7,Low Usage
10705,2012-03-27,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4,Low Usage
10706,2012-03-27,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3,Low Usage
10707,2012-03-27,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17,Low Usage
10708,2012-03-27,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101,Medium Usage
10709,2012-03-27,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286,Medium Usage
10710,2012-03-27,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581,High Usage
10711,2012-03-27,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267,Medium Usage
10712,2012-03-27,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138,Medium Usage
10713,2012-03-27,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175,Medium Usage
10714,2012-03-27,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220,Medium Usage
10715,2012-03-27,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,46,165,211,Medium Usage
10716,2012-03-27,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184,Medium Usage
10717,2012-03-27,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,200,Medium Usage
10718,2012-03-27,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,305,Medium Usage
10719,2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614,High Usage
10720,2012-03-27,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644,High Usage
10721,2012-03-27,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,417,Medium Usage
10722,2012-03-27,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294,Medium Usage
10723,2012-03-27,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221,Medium Usage
10724,2012-03-27,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134,Medium Usage
10725,2012-03-27,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64,Low Usage
10726,2012-03-28,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30,Low Usage
10727,2012-03-28,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8,Low Usage
10728,2012-03-28,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3,Low Usage
10729,2012-03-28,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5,Low Usage
10730,2012-03-28,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1,Low Usage
10731,2012-03-28,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40,Low Usage
10732,2012-03-28,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115,Medium Usage
10733,2012-03-28,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358,Medium Usage
10734,2012-03-28,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658,High Usage
10735,2012-03-28,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314,Medium Usage
10736,2012-03-28,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173,Medium Usage
10737,2012-03-28,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222,Medium Usage
10738,2012-03-28,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,268,Medium Usage
10739,2012-03-28,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273,Medium Usage
10740,2012-03-28,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221,Medium Usage
10741,2012-03-28,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199,Medium Usage
10742,2012-03-28,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221,Medium Usage
10743,2012-03-28,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,High Usage
10744,2012-03-28,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641,High Usage
10745,2012-03-28,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456,Medium Usage
10746,2012-03-28,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362,Medium Usage
10747,2012-03-28,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261,Medium Usage
10748,2012-03-28,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172,Medium Usage
10749,2012-03-28,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93,Low Usage
10750,2012-03-29,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48,Low Usage
10751,2012-03-29,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33,Low Usage
10752,2012-03-29,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6,Low Usage
10753,2012-03-29,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5,Low Usage
10754,2012-03-29,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9,Low Usage
10755,2012-03-29,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32,Low Usage
10756,2012-03-29,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117,Medium Usage
10757,2012-03-29,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367,Medium Usage
10758,2012-03-29,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654,High Usage
10759,2012-03-29,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321,Medium Usage
10760,2012-03-29,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166,Medium Usage
10761,2012-03-29,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220,Medium Usage
10762,2012-03-29,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292,Medium Usage
10763,2012-03-29,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,Medium Usage
10764,2012-03-29,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238,Medium Usage
10765,2012-03-29,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307,Medium Usage
10766,2012-03-29,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388,Medium Usage
10767,2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703,High Usage
10768,2012-03-29,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681,High Usage
10769,2012-03-29,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468,Medium Usage
10770,2012-03-29,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335,Medium Usage
10771,2012-03-29,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224,Medium Usage
10772,2012-03-29,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152,Medium Usage
10773,2012-03-29,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,Low Usage
10774,2012-03-30,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59,Low Usage
10775,2012-03-30,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,Low Usage
10776,2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,Low Usage
10777,2012-03-30,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7,Low Usage
10778,2012-03-30,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2,Low Usage
10779,2012-03-30,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26,Low Usage
10780,2012-03-30,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86,Low Usage
10781,2012-03-30,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289,Medium Usage
10782,2012-03-30,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,High Usage
10783,2012-03-30,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321,Medium Usage
10784,2012-03-30,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187,Medium Usage
10785,2012-03-30,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201,Medium Usage
10786,2012-03-30,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270,Medium Usage
10787,2012-03-30,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242,Medium Usage
10788,2012-03-30,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,56,173,229,Medium Usage
10789,2012-03-30,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,73,207,280,Medium Usage
10790,2012-03-30,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367,Medium Usage
10791,2012-03-30,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606,High Usage
10792,2012-03-30,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560,High Usage
10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395,Medium Usage
10794,2012-03-30,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,Medium Usage
10795,2012-03-30,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220,Medium Usage
10796,2012-03-30,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153,Medium Usage
10797,2012-03-30,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,123,Medium Usage
10798,2012-03-31,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92,Low Usage
10799,2012-03-31,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82,Low Usage
10800,2012-03-31,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69,Low Usage
10801,2012-03-31,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,Low Usage
10802,2012-03-31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8,Low Usage
10803,2012-03-31,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,Low Usage
10804,2012-03-31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23,Low Usage
10805,2012-03-31,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44,Low Usage
10806,2012-03-31,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145,Medium Usage
10807,2012-03-31,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223,Medium Usage
10808,2012-03-31,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313,Medium Usage
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,Medium Usage
10810,2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,621,High Usage
10811,2012-03-31,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638,High Usage
10812,2012-03-31,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551,High Usage
10813,2012-03-31,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605,High Usage
10814,2012-03-31,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535,High Usage
10815,2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543,High Usage
10816,2012-03-31,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341,Medium Usage
10817,2012-03-31,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284,Medium Usage
10818,2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208,Medium Usage
10819,2012-03-31,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143,Medium Usage
10820,2012-03-31,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156,Medium Usage
10821,2012-03-31,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112,Medium Usage
10822,2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67,Low Usage
10823,2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62,Low Usage
10824,2012-04-01,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81,Low Usage
10825,2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25,Low Usage
10826,2012-04-01,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12,Low Usage
10827,2012-04-01,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18,Low Usage
10828,2012-04-01,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97,Low Usage
10829,2012-04-01,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84,Low Usage
10830,2012-04-01,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125,Medium Usage
10831,2012-04-01,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275,Medium Usage
10832,2012-04-01,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360,Medium Usage
10833,2012-04-01,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451,Medium Usage
10834,2012-04-01,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445,Medium Usage
10835,2012-04-01,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464,Medium Usage
10836,2012-04-01,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561,High Usage
10837,2012-04-01,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573,High Usage
10838,2012-04-01,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511,High Usage
10839,2012-04-01,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555,High Usage
10840,2012-04-01,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432,Medium Usage
10841,2012-04-01,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346,Medium Usage
10842,2012-04-01,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232,Medium Usage
10843,2012-04-01,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134,Medium Usage
10844,2012-04-01,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68,Low Usage
10845,2012-04-01,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63,Low Usage
10846,2012-04-02,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17,Low Usage
10847,2012-04-02,2,1,4,1,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5,Low Usage
10848,2012-04-02,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,Low Usage
10849,2012-04-02,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4,Low Usage
10850,2012-04-02,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24,Low Usage
10851,2012-04-02,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110,Medium Usage
10852,2012-04-02,2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306,Medium Usage
10853,2012-04-02,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589,High Usage
10854,2012-04-02,2,1,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317,Medium Usage
10855,2012-04-02,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204,Medium Usage
10856,2012-04-02,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209,Medium Usage
10857,2012-04-02,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281,Medium Usage
10858,2012-04-02,2,1,4,13,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281,Medium Usage
10859,2012-04-02,2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268,Medium Usage
10860,2012-04-02,2,1,4,15,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324,Medium Usage
10861,2012-04-02,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395,Medium Usage
10862,2012-04-02,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729,High Usage
10863,2012-04-02,2,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618,High Usage
10864,2012-04-02,2,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494,Medium Usage
10865,2012-04-02,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329,Medium Usage
10866,2012-04-02,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238,Medium Usage
10867,2012-04-02,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123,Medium Usage
10868,2012-04-02,2,1,4,23,0,1,1,1,0.44,0.4394,0.35,0.1642,6,60,66,Low Usage
10869,2012-04-03,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343,1,32,33,Low Usage
10870,2012-04-03,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239,0,11,11,Low Usage
10871,2012-04-03,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5,Low Usage
10872,2012-04-03,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0.0,0,3,3,Low Usage
10873,2012-04-03,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1,Low Usage
10874,2012-04-03,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27,Low Usage
10875,2012-04-03,2,1,4,6,0,2,1,1,0.3,0.3182,0.61,0.0896,2,98,100,Low Usage
10876,2012-04-03,2,1,4,7,0,2,1,1,0.32,0.3333,0.66,0.0896,14,327,341,Medium Usage
10877,2012-04-03,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,27,577,604,High Usage
10878,2012-04-03,2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,54,354,408,Medium Usage
10879,2012-04-03,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0.0,77,142,219,Medium Usage
10880,2012-04-03,2,1,4,11,0,2,1,1,0.48,0.4697,0.23,0.0,91,167,258,Medium Usage
10881,2012-04-03,2,1,4,12,0,2,1,1,0.52,0.5,0.25,0.0,101,230,331,Medium Usage
10882,2012-04-03,2,1,4,13,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345,Medium Usage
10883,2012-04-03,2,1,4,14,0,2,1,1,0.56,0.5303,0.21,0.2239,120,191,311,Medium Usage
10884,2012-04-03,2,1,4,15,0,2,1,1,0.6,0.5909,0.2,0.194,109,207,316,Medium Usage
10885,2012-04-03,2,1,4,16,0,2,1,1,0.62,0.6061,0.21,0.1642,145,340,485,Medium Usage
10886,2012-04-03,2,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,123,634,757,High Usage
10887,2012-04-03,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800,High Usage
10888,2012-04-03,2,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460,558,High Usage
10889,2012-04-03,2,1,4,20,0,2,1,1,0.56,0.5303,0.24,0.1343,54,325,379,Medium Usage
10890,2012-04-03,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243,Medium Usage
10891,2012-04-03,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0.0,25,133,158,Medium Usage
10892,2012-04-03,2,1,4,23,0,2,1,1,0.5,0.4848,0.59,0.0,13,66,79,Low Usage
10893,2012-04-04,2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0.0,18,23,41,Low Usage
10894,2012-04-04,2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0.0,0,11,11,Low Usage
10895,2012-04-04,2,1,4,2,0,3,1,1,0.46,0.4545,0.51,0.0,0,5,5,Low Usage
10896,2012-04-04,2,1,4,3,0,3,1,1,0.44,0.4394,0.58,0.0896,0,3,3,Low Usage
10897,2012-04-04,2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1,Low Usage
10898,2012-04-04,2,1,4,5,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27,Low Usage
10899,2012-04-04,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126,Medium Usage
10900,2012-04-04,2,1,4,7,0,3,1,2,0.44,0.4394,0.62,0.0,12,354,366,Medium Usage
10901,2012-04-04,2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,31,653,684,High Usage
10902,2012-04-04,2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363,Medium Usage
10903,2012-04-04,2,1,4,10,0,3,1,2,0.54,0.5152,0.45,0.1343,68,99,167,Medium Usage
10904,2012-04-04,2,1,4,11,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213,Medium Usage
10905,2012-04-04,2,1,4,12,0,3,1,2,0.6,0.6212,0.46,0.4179,73,210,283,Medium Usage
10906,2012-04-04,2,1,4,13,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251,Medium Usage
10907,2012-04-04,2,1,4,14,0,3,1,2,0.62,0.6212,0.46,0.194,82,176,258,Medium Usage
10908,2012-04-04,2,1,4,15,0,3,1,2,0.64,0.6212,0.44,0.2836,86,182,268,Medium Usage
10909,2012-04-04,2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,86,304,390,Medium Usage
10910,2012-04-04,2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,99,645,744,High Usage
10911,2012-04-04,2,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759,High Usage
10912,2012-04-04,2,1,4,19,0,3,1,1,0.66,0.6212,0.39,0.2239,75,419,494,Medium Usage
10913,2012-04-04,2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372,Medium Usage
10914,2012-04-04,2,1,4,21,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298,Medium Usage
10915,2012-04-04,2,1,4,22,0,3,1,1,0.56,0.5303,0.22,0.1642,30,151,181,Medium Usage
10916,2012-04-04,2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,19,112,131,Medium Usage
